fips,county,year,population,x18,x65_and_over,african_american,american_indian_alaskan_native,asian,native_hawaiian_other_pacific_islander,hispanic,percent_not_proficient_in_english,female,rural,diabetes,physical_inactivity.x,percent_high_housing_costs,percent_free_lunch,percent_drive_alone,percent_diabetic,percent_illiterate,zip_codes_with_healthy_foods,number_zip_codes.x,percent_healthy_foods,percent_park_access,percent_food_insecure,number_limited_access.x,percent_limited_access.x,percent_asian,number_food_insecure,percent_frequent_physical_distress,percent_frequent_mental_distress,percent_insufficient_sleep,segregation_index,segregation_index_2,percent_free_or_reduced_lunch,percent_limited_access_to_healthy_foods,deaths,ypll_rate,percent_fair_poor,physically_unhealthy_days,mentally_unhealthy_days,percent_lbw,percent_smokers,percent_obese,percent_excessive_drinking,sti_cases,rates_per_100_000,teen_births,percent_uninsured,pcp_no,no_of_medicare_enrollees,acsc_rate,percent_hb_a1c,mammography_rate,afgr,psed,percent_unemployed,percent_children_in_poverty,percent_no_social_emotional_support,percent_single_parent_households,violent_crimes,pm_days,ozone_days,zip_codes_with_healthy_food,number_zip_codes.y,percent_healthy_food,rec_facs,rec_fac_rate,physical_inactivity.y,motor_vehicle_deaths,number_pcp,number_medicare_enrollees,number_diabetics,number_households,number_limited_access.y,percent_limited_access.y,number_fast_foods,percent_fast_foods,live_births,percent_physically_inactive,dentist_ratio,percent_mammography,percent_some_college,annual_violent_crimes,average_daily_pm25,percent_pop_in_viol,number_rec_facilities,rec_facility_rate,food_environment_index,percent_with_access,percent_alcohol_impaired,mhp_ratio,graduation_rate,injury_deaths,number_household_with_severe_problems,percent_severe_housing_problems,number_deaths,number_live_births,number_primary_care_physicians,number_mental_health_providers,preventable_hosp_rate,percent_receiving_hb_a1c,number_associations,number_violent_crimes,number_injury_deaths,presence_of_violation
51031,Campbell,2012,52976,21.6,15.4,14.8,0.2,0.9,0,1.3,0.9292700545,51.2,61.8,NA,NA,24.448988866,24.4,84.62179869,10.6,12.9,3,7,42.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693,7422.88,15.7,4.1,2.8,7.8,23.3,31.7,10.1,99,186.7,445,15.1,NA,NA,78.357584719,84.323432343,63.188405797,84.5,56.747507811,7.3,18.6,24.8,32.120954003,288,0,0,NA,NA,NA,6,11.325883419,24.4,75,10,4356,606,11740,11710,23.29,24,55.813953488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51033,Caroline,2012,27870,23.5,12.7,28,0.6,0.9,0,3.8,1.4262036002,50.5,100,NA,NA,32.901655307,36.6,78.475301439,11,15.7,4,6,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,9189.72,11.3,2.2,3,8.7,NA,30.9,8.9,101,365.5,272,16.2,NA,NA,73.865975026,84.517766497,60.648148148,82.4,45.118285191,9.1,16.6,NA,28.184642699,185,1,8,NA,NA,NA,0,0,23.8,55,7,2773,394,6759,5774,26.94,10,45.454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51035,Carroll,2012,29034,19.7,18.6,1,0.1,0.1,0,2.2,0.9182672087,50.8,98.3,NA,NA,20.697456702,39.4,82.594102134,12,14.2,2,7,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429,8279.57,20.5,4.7,4.3,7.3,33.2,30.6,9.3,40,137.2,264,18.1,NA,NA,83.387475453,90.036231884,67.318435754,86.6,46.124349493,11,24.9,20.6,27.192249875,140,0,0,NA,NA,NA,1,3.4442377902,30.4,47,29,4203,552,5987,424,1.43,9,47.368421053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51036,Charles City,2012,7217,18.3,18.2,44.4,7.8,0.1,0,0.8,0,51.2,100,NA,NA,29.15591596,39.6,75.438075438,14,19.5,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,6719.84,NA,NA,NA,9.9,NA,33.7,NA,34,471.4,46,19,NA,NA,55.853108157,73.913043478,77.272727273,93.2,39.045825487,9.5,18.4,NA,25.418790969,19,1,7,NA,NA,NA,0,0,31.6,17,2,583,115,1373,1892,27.22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51037,Charlotte,2012,12039,22.5,19.2,30.6,0.2,0.2,0,2.2,0.2598926895,51.8,100,NA,NA,28.697621744,38.2,80.093676815,12.1,19.8,3,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,10706.36,24.4,4.8,2.9,10.4,24.8,30.5,5.8,44,359.2,122,19.4,NA,NA,54.977216946,88.235294118,60.588235294,85.9,57.320286037,9.2,28.1,NA,40.215198386,84,0,0,NA,NA,NA,1,8.3063377357,27.1,32,4,2123,289,2974,1537,12.48,3,42.857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51041,Chesterfield,2012,306670,26.5,8,22.2,0.4,3.3,0.1,6.2,4.503602258,50.9,10.5,NA,NA,30.597665564,13.2,85.272275627,9,8,9,12,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2615,5706.66,11.9,2.7,3.2,7.9,17.5,26.9,14.6,996,328.2,1682,11.4,NA,NA,47.661700266,86.045740802,67.951591215,86.7,67.871342947,6.9,9,15.8,26.040406036,1849,2,4,NA,NA,NA,37,12.065086249,21.6,228,339,26816,3017,80978,15847,6.16,200,50.76142132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51043,Clarke,2012,14588,21.2,16.2,6.2,0.2,0.9,0,3.9,2.3178807947,50.1,76.5,NA,NA,28.906955736,11,82.638089758,10.5,8.8,2,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,4446.43,14.2,2.8,4.6,6.5,NA,28.4,13.8,18,124.5,71,12.8,NA,NA,73.57076408,78.68852459,67.515923567,99.5,59.496359223,5.7,10.1,NA,21.000617665,60,0,1,NA,NA,NA,1,6.8549492734,24.7,15,7,2093,244,3238,1336,10.66,9,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51045,Craig,2012,4969,20.4,15.9,0.6,0.2,0.2,0,0.4,0.1840114496,49,100,NA,NA,14.077425842,25.2,82.522796353,9.6,12,2,2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,6828.45,19.4,5.6,NA,NA,NA,27,NA,5,98.3,27,17.1,NA,NA,83.428129233,88.421052632,70.454545455,87.3,40.930599369,7.8,17.9,NA,21.218074656,16,0,0,NA,NA,NA,0,0,26.2,13,1,585,95,1018,1156,22.66,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51047,Culpeper,2012,46502,25.9,11.7,16.8,0.3,1.7,0,8,4.2450941129,49.1,72.2,NA,NA,38.025767336,26.8,77.239687023,10.1,14.6,3,13,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,7520.69,15.5,4.2,2.8,8.3,16.8,32.4,14.6,153,331.1,397,15.7,NA,NA,67.053625054,86.574074074,66.310160428,87.4,48.262607626,7.9,14.8,19.6,21.84398398,270,0,1,NA,NA,NA,4,8.6017805686,24.1,59,20,4757,648,11486,41,0.12,27,49.090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51049,Cumberland,2012,9757,22.1,16.3,34,0.2,0.6,0,2.4,0,51.9,96.1,NA,NA,32.375913328,48.1,74.262868566,12.7,18.2,1,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,7318.72,23.2,4.8,3.6,12.1,NA,33.7,NA,37,382.6,79,18.3,NA,NA,65.593206721,86.682808717,63.025210084,90.4,40.332805071,7.8,26,14.5,35.268630849,49,2,0,NA,NA,NA,0,0,28.8,12,2,3038,413,2308,3264,36.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51051,Dickenson,2012,16087,20.4,16.3,1.4,0.1,0.1,0,0.6,0.172619838,50.5,100,NA,NA,22.609400324,40.7,83.898668957,11,16.4,3,7,42.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,11613.09,33.2,7.8,7.3,7.7,33.7,31.3,4.5,16,97.5,159,17.1,NA,NA,121.80397086,86.40776699,58.139534884,85.1,33.262203254,8.4,26.6,NA,36.600533017,79,0,0,NA,NA,NA,0,0,30.2,34,6,2173,309,3377,0,0,7,58.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51053,Dinwiddie,2012,26338,22.2,11.7,32.1,0.2,0.6,0,1.7,1.3487922705,50.8,73.8,NA,NA,27.306122449,34,86.984306746,11.2,15.9,3,8,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417,9486.86,17.4,3.5,3.7,8.9,32.1,33.7,15.4,109,417.9,234,14.9,NA,NA,78.50457866,83.480825959,63.924050633,77.8,46.355060034,7.7,16.6,25.2,39.646185437,168,2,0,NA,NA,NA,2,7.5935910092,24.4,48,4,1904,339,6331,5257,22.21,5,38.461538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51057,Essex,2012,11189,21.5,18,38.4,0.5,1.1,0,1.4,1.3311309755,52.6,79.8,NA,NA,29.847738468,55.7,83.697318008,13,16.5,1,8,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,8683.16,13.4,2.4,2.9,10.4,NA,32.5,8.5,63,568,115,15.7,NA,NA,54.911756341,85.714285714,64.492753623,86.8,44.022617124,8.8,23.6,16.6,38.614718615,57,1,3,NA,NA,NA,4,35.749396729,28.6,14,4,1629,231,2310,428,4.4,11,52.380952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51059,Fairfax,2012,1037605,24.9,9.8,9.7,0.4,16.5,0.1,15.1,14.915139394,50.4,1.4,NA,NA,33.645040967,15.9,72.517059444,8.1,11.1,38,46,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5567,3759.11,7.2,2.3,2.1,6.8,12.8,23.5,20.3,1318,129.8,3917,10.9,NA,NA,41.861966257,81.171935235,65.915208614,91.4,78.651144526,4.9,7.3,13.9,18.003799963,2523,4,27,NA,NA,NA,123,11.854221982,18.5,416,1338,87350,6485,254213,16361,1.7,860,55.057618438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51061,Fauquier,2012,68010,25.1,11.7,9.1,0.2,1.6,0.1,6,2.9897536588,50.2,72.6,NA,NA,32.080110868,15.6,78.872550518,9.6,8.1,5,15,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683,6390.29,12.5,3,3.2,6.7,17.5,26.8,14.9,121,181,398,11.8,NA,NA,70.38325563,88.311688312,62.75862069,90.4,60.638624501,5.6,9.1,15.3,20.921901123,254,0,4,NA,NA,NA,9,13.233348037,20.8,69,36,7133,770,16748,7055,12.9,39,44.827586207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51063,Floyd,2012,15013,20.8,17.2,2.3,0.1,0.1,0,2.5,0.8743477648,49.8,100,NA,NA,20.366277234,28.3,72.341028183,10.8,14,2,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,8880.87,14.6,3.3,3.4,6.8,NA,27.5,17.7,16,108,81,19.4,NA,NA,53.402812998,92.083333333,68.715083799,88.5,49.655720339,7.5,19.6,NA,19.227286447,31,0,0,NA,NA,NA,1,6.660893892,24.7,34,5,1970,240,3313,1246,9.07,7,46.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51065,Fluvanna,2012,25732,22.7,14.7,17.2,0.2,0.5,0,2,1.2004549092,53.8,69.9,NA,NA,25.953111306,15.4,78.894173603,10.5,11.3,2,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,6573.61,8.2,3.4,1.8,7.5,10.1,29.5,19.8,29,113.5,152,13.8,NA,NA,52.712340632,89.347079038,76.96969697,93.3,58.494318182,5.8,9.2,12.5,25.18784153,62,0,1,NA,NA,NA,2,7.7724234416,21.8,52,13,4056,582,5856,3673,19.35,3,21.428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51067,Franklin,2012,51924,20.5,16.3,8.9,0.2,0.4,0,2.1,1.9526069994,50.7,90.7,NA,NA,25.120959109,35.7,81.341168625,11,12.3,3,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678,7827.75,23.1,3.7,2.9,8.5,23.9,29.5,10.3,114,221.5,459,16.3,NA,NA,61.119571689,89.635854342,68.44207723,85.2,46.835242987,8,21.6,17.3,28.813412092,158,0,0,NA,NA,NA,4,7.7035667514,25.7,87,31,8675,1071,11512,12557,27.1,28,51.851851852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51069,Frederick,2012,74972,25.6,11.4,4.7,0.2,1.3,0,5.9,4.0549120307,49.9,49.4,NA,NA,32.65985013,17.7,84.279287773,8.9,11,4,9,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711,6497.07,11.4,2.6,3.1,6.4,21.6,28.5,14,102,138,606,13.6,NA,NA,70.034138987,89.082125604,65.255474453,84.8,55.299627258,7,11,16,24.637230514,339,0,2,NA,NA,NA,8,10.670650376,26.3,80,36,8040,1035,19296,8584,14.4,38,51.351351351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51071,Giles,2012,17358,21.5,16.9,1.9,0.1,0.2,0,0.8,0.3993855607,50.9,83.1,NA,NA,22.507042254,30.3,81.974789916,11.3,12.6,2,9,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,8800.6,19.6,4.5,3.3,7.2,22.1,28.6,8.6,19,110.2,149,14.1,NA,NA,82.533154835,87.331536388,77.511961722,80.1,53.477443609,9.2,18.9,15.1,20.191285866,58,0,0,NA,NA,NA,0,0,28.8,22,9,2600,371,3764,3689,22.16,14,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51073,Gloucester,2012,39184,22.2,13.7,9.9,0.4,0.7,0.1,2.7,0.9266208648,51.2,72,NA,NA,29.277864992,21,80.503249458,9.5,9.1,2,4,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478,7569.8,13.8,3.7,3.4,7.4,21.6,28.7,19.6,80,207,265,14.2,NA,NA,46.450672898,85.57312253,71.464019851,86.6,55.276161195,6.4,14.1,22.2,29.664201721,94,1,0,NA,NA,NA,4,10.208248265,25,56,21,4376,506,8249,6024,17.57,22,48.888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51075,Goochland,2012,21311,19.9,13,21.2,0.2,1.1,0,1.4,1.9717890136,49.8,93.2,NA,NA,24.535207144,16.4,81.008540057,10.2,10.3,2,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,6347.32,7.2,2.6,3.4,7.4,15.6,26.7,15.1,39,186.1,64,10.6,NA,NA,37.890283355,86.19047619,71.707317073,88.8,40.324165029,6.4,9.8,18.2,15.883387786,166,1,1,NA,NA,NA,1,4.6924123692,21.8,32,17,2078,210,3979,2760,16.65,8,36.363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51077,Grayson,2012,15793,18.6,20.8,2.5,0.2,0.1,0.1,2.8,1.0881104034,51,99.5,NA,NA,16.433362496,42,80.102040816,12,16.7,1,6,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,8483.81,18.1,3,4.3,7.9,NA,28.5,8.9,16,100.2,161,18.3,NA,NA,89.934115877,85.663082437,65.384615385,80,46.847856542,11.4,27.4,14,25.483247423,66,0,0,NA,NA,NA,0,0,28.5,40,4,2286,279,3104,911,5.44,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51079,Greene,2012,18421,25.4,12.5,6.9,0.2,0.9,0,3,3.5428639137,50.7,100,NA,NA,32.225368907,22.1,81.481890459,9.4,11,2,3,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,6995.4,13.6,2.9,3.1,7.6,NA,30.6,NA,32,178.1,180,15.8,NA,NA,59.861677349,85.9030837,69.879518072,88,43.221502845,5.9,13.3,NA,22.916208489,93,0,0,NA,NA,NA,1,5.4285869388,23.7,34,8,1829,227,4547,3245,21.9,4,30.769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51081,Greensville,2012,12049,18.4,10.8,60.5,0.1,0.4,0,1.6,1.5839041096,37,64.4,NA,NA,27.29689808,61.3,80.330540037,11.5,25.7,2,3,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,8623.51,NA,3.5,3.4,13.3,18.7,34.4,5.2,58,485.2,172,18.5,NA,NA,NA,92.307692308,NA,83.6,21.15942029,9.2,25.8,NA,45.821325648,60,0,0,NA,NA,NA,1,8.2994439373,29.7,17,7,NA,13,2082,48,0.55,2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51083,Halifax,2012,35258,22,19.8,36.6,0.3,0.4,0,1.8,0.9023789992,52.6,76.2,NA,NA,29.71331058,47.3,86.919831224,14.6,19.7,5,9,55.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634,11110.77,19,4.4,4.1,11.2,23.1,33.4,8.3,173,488.5,401,16.7,NA,NA,71.680184655,85.175202156,64.415584416,88.5,49.767558739,11.7,28.3,28.2,44.145039116,209,0,0,NA,NA,NA,4,11.344942992,32.9,94,22,5048,742,8053,2275,6.22,24,52.173913043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51085,Hanover,2012,99933,25,12.8,10.1,0.3,1.3,0,1.7,1.4629865474,50.7,43.4,NA,NA,26.978457108,7.2,84.304658011,9.3,7.4,7,8,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941,5567.25,9.3,2.5,3.6,7.9,18.8,26.5,18.8,177,177.5,377,9.7,NA,NA,40.81492793,88.695652174,68.053993251,94.3,70.515421238,6.5,6.4,12.1,20.649376361,234,1,7,NA,NA,NA,13,13.00871584,20.4,73,78,10693,1265,25255,6768,8.01,70,51.470588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51087,Henrico,2012,296415,23.8,12.7,28.1,0.4,5.4,0,4.1,5.4603800825,52.6,5.7,NA,NA,34.452684225,24,83.042313378,9.1,9.3,13,14,92.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,6284.17,10,3.1,3,9.2,15.7,28.5,18.8,1263,431.6,1778,12.9,NA,NA,50.211648657,84.155363748,67.143495753,85.4,72.250931791,6.9,13.4,18.1,33.646099766,1670,3,10,NA,NA,NA,47,15.856147631,25.8,210,383,31786,3244,73111,12149,4.75,250,51.652892562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51089,Henry,2012,54888,20.5,17.5,22,0.2,0.6,0.1,7.5,2.6117964534,50.9,64.8,NA,NA,25.627482649,45.6,81.752549409,12.1,17.9,5,7,71.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007,10552.21,25.6,5,5.6,10.3,30.5,28.5,10.6,134,242.2,701,18.5,NA,NA,92.497928201,85.033112583,67.887931034,88.3,49.240747806,13.4,27.2,25.1,42.264017033,459,0,0,NA,NA,NA,5,9.1094592625,32.6,92,34,5430,755,11272,176,0.3,34,57.627118644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51091,Highland,2012,2338,16.2,24.1,0.3,0.2,0.1,0,0.7,0,50.9,100,NA,NA,21.85840708,35.5,76.852698994,11.6,12.5,1,6,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8,NA,0,0,NA,24.4,NA,NA,NA,87.234042553,70.731707317,100,44.978165939,7.8,22.8,NA,25.835866261,2,0,0,NA,NA,NA,0,0,24.6,NA,2,NA,47,329,943,37.05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51093,Isle of Wight,2012,35877,22.7,13.9,24.7,0.3,0.7,0,1.9,1.4147929534,51.1,66.1,NA,NA,29.10794658,24,83.624856157,13.1,11.4,3,5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,7376.99,10,2.6,2.9,8,15,31.2,15.8,164,462.3,238,12.8,NA,NA,51.424962689,84.863945578,71.764705882,88.5,67.486604968,7.1,12.3,19.4,26.142068273,155,1,0,NA,NA,NA,4,11.149204226,27.9,51,16,4202,588,7968,6204,21.03,23,52.272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51095,James City,2012,63735,20.8,19.2,13.9,0.2,2.1,0,3.4,2.6079696146,51.4,28.7,NA,NA,31.457197014,18.5,81.08974359,9.8,6.7,2,3,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,5269,7.8,3.2,2.5,6.8,12.7,26.8,11.6,108,173,271,10,NA,NA,46.457058111,87.989203779,77.794117647,87.2,72.320928931,5.6,10.3,9.9,24.284598452,234,1,0,NA,NA,NA,10,15.689966267,21.3,42,92,7193,741,14083,5342,11.67,35,42.682926829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51097,King and Queen,2012,6796,19.4,17.1,30.4,1.4,0.3,0,1,1.6733190052,51.8,100,NA,NA,29.236234458,60.5,83.077948035,12.8,16.2,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,8238.15,NA,NA,NA,12.6,NA,34.1,NA,26,380.7,69,17.5,NA,NA,36.978314764,91.935483871,71.641791045,79.3,30.443548387,8.6,19.4,NA,27.881297447,32,1,3,NA,NA,NA,0,0,29.1,15,3,855,124,1449,2068,31.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51099,King George,2012,23557,27,9.4,18.9,0.4,1.3,0.1,3.4,0.7775604637,49.8,100,NA,NA,28.386624359,19.6,76.241010349,9.2,11.1,1,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,7118.12,NA,3.2,1.7,7.7,NA,28.3,NA,46,198.5,197,11.8,NA,NA,60.876231723,84.210526316,58.278145695,90.4,65.945451775,8.1,9,NA,26.53834017,98,1,4,NA,NA,NA,3,12.735068133,21.3,29,5,2000,285,6338,0,0,14,48.275862069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51101,King William,2012,16225,25.3,11.7,18.7,1.3,0.4,0.1,1.6,0.4886105567,50.9,80.5,NA,NA,30.174310374,19.7,83.483402768,10,11.7,2,4,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,7238.28,18,3.7,2,8.2,20.4,30,12.2,48,299.3,99,13,NA,NA,58.236957542,84.375,69.343065693,88.9,53.521813307,7.1,11,NA,23.149566105,27,1,3,NA,NA,NA,3,18.489984592,28.6,28,7,1682,224,3918,2427,18.68,6,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51103,Lancaster,2012,11230,16.7,31.5,27.1,0.2,0.5,0.1,0.8,0.6182380216,53.3,100,NA,NA,29.053680133,49.2,77.71049033,14.2,13.1,3,5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,8436.99,11.5,3.4,5.5,11.9,NA,29.9,25.3,43,375,93,16.6,NA,NA,36.132697174,86.956521739,75,92.2,52.325581395,9.4,26.1,19.1,46.866771985,44,0,2,NA,NA,NA,1,8.9047195013,31.5,19,9,2521,207,1899,73,0.66,9,33.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
